P3-05|保障型及高齡化商品認定並非只看名稱有沒有「高齡」。講義A+列即期年金、進入分期給付的遞延年金、小額終老及其他具條件的商品。|先看商品結構和給付階段，再判斷適用分類。|哪項明列於講義的認定範圍？|即期年金保險~所有汽車保險~所有火災保險~所有旅遊不便險|判斷遞延年金的相關認定，要注意？|是否進入約定分期給付階段~保單封面顏色~業務員年齡~公司辦公室樓層
P3-06|平均壽命是特定年度的統計，不能直接當作某個人的剩餘壽命。它可幫助理解人口與退休需求，但不是15天內最優先的背誦細節。|「平均壽命」與「某年齡平均餘命」不是同一數字。|平均壽命數字必須搭配？|統計年度及群體~個人姓名~保單號碼~每次看診紀錄|平均壽命是否保證每個人活到該歲數？|不是~是~只有投保者一定是~只有受益人一定是
P3-07|人身保險提供的是無形保障，業務員協助說明需求及商品，售出後仍需持續服務。學識、態度、毅力與信念是講義列出的使命基礎。|遞交保單後還要協助保全、理賠與保障檢視。|售出保單後，業務員應如何？|持續售後服務~完全不再聯絡~一律勸解約~把服務視為無關工作|保險商品的主要特性是？|無形保障~可展示的實體貨品~保證短期獲利工具~必然消除事故
P3-08|金融科技可用於身分辨識、資料分析、保單驗證及理賠流程。用途是提升適合度與效率，不是把所有客戶導向同一商品。|同樣是數據分析，細分需求比一律銷售同一保單更符合適合度。|客戶資料分析可協助？|細分客群與需求~忽略不同需求~免除告知義務~不必取得必要同意|電子保單存證與驗證主要協助？|資料安全與完整性~提高死亡率~保證商品獲利~代替所有理賠證明
P4-01|定價建立在相互扶助、公平分擔及收支相等。收支相等是從全體保戶資源與給付考量，不是每個人都拿回自己繳的錢。|少數發生約定事故者可能領取超過個人已繳保費的給付。|收支相等應從哪個角度理解？|全體保戶與整體收支~每人必須領回相同保費~每天現金都歸零~每件保單必定獲利|哪項屬定價三原則？|公平的風險分擔~保證人人領相同理賠~單純最大化保費~排除所有互助
P4-02|總保费可拆成純保費與附加保費。純保費為保險給付財源；附加保費支應經營費用，兩者不能混為一談。|客服、招攬與行政等營運支出，對應附加保費的用途。|支應保險公司營業費用的是？|附加保費~死亡保險金~生存保險金~受益份額|總保費的兩大部分是？|純保費及附加保費~解約金及借款~紅利及稅金~保額及受益權
P4-03|在講義的死亡保障定價語境中，預定死亡率與費用率提高，保費通常提高；預定利率提高，未來資金折現較多，保費方向相反。|不要把「利率越高」直覺套成「保費越高」。|其他條件相同，預定利率降低時，壽險保費方向為？|提高~降低~必定不變~變成零|下列何者是保費計算的三預定率之一？|預定營業費用率~預定股票漲幅~預定房價~預定失業率
P4-04|簡化一年期死亡純保費題，用死亡機率乘以死亡保額，不加上題目未提供的營業費或利息。注意百分比與千分比不同。|死亡率千分之二、保額100萬元，純保費為2,000元。|死亡率千分之三、保額200萬元，簡化純保費為？|6,000元~600元~60,000元~3,000元|把0.5%換為計算用小數，應是？|0.005~0.05~0.5~5
P4-05|自然保費隨年齡及風險變動，平準保費則將不同期間負擔平準化，約定每期金額相等。平準並不表示死亡率固定。|用較平穩的缴費安排，處理風險成本隨年齡變化的問題。|約定每期保費數額相等，稱為？|平準保費~自然保費~復效保費~解約金|平準保費是否代表每年的死亡率相同？|不代表~一定相同~死亡率必為零~不再需要生命表
P4-06|比較「實際」與「預定」：死亡少於預定是死差益；投資收益高於預定是利差益；費用低於預定是費差益。不是所有數字越高越好。|實際營運花得比預計少，才是費差益。|實際死亡率低於預定死亡率，產生？|死差益~死差損~費差損~利差損|實際收益高於預定收益，產生？|利差益~費差益~死差益~死差損
P4-07|分紅保單把符合條件的經營盈餘分配給保戶。紅利可現金支付、儲存生息、抵缴保費或購買增額繳清保險；依契約辦理，不是保證固定報酬。|拿紅利購買增額繳清，會增加保障金額，不是延長原繳費義務。|哪種紅利方式可增加保障額度？|購買增額繳清保險~退還全部原保費~刪除受益人~停止所有保障|紅利可用哪種方式處理？|抵繳保費~直接取消告知義務~保證固定高報酬~取代身分查核
P4-08|新舊分紅制度的適用時間不同。講義以舊制利差與死差、新制經營損益含利差、死差、費差作對比。歷史題要先讀年份。|不能看見「分紅」就把不同年代的分配來源完全混用。|講義新分紅來源包含哪項？|費差益~保戶借款本金~保險稅額~所有營業收入直接全分|回答歷史分紅制度題時，先確認？|適用年份與制度~保單紙張大小~業務員姓氏~受益人年資
P4-09|責任準備金著重保險人未來履行給付的準備；保單價值準備金反映個別保單價值；解約金是依契約終止時可領取的金額。三者目的不同。|已繳保費總額不等於隨時可領的解約金。|終止契約時依約可領的款項稱為？|解約金~全部死亡保額~必定等於已繳保費~營業收入|保單價值準備金主要反映？|保單價值~公司的全部股本~受益人的薪水~每次住院日數
P4-10|講義列不同險種的責任準備金提存方法，不能把一種險種的方式套給全部。利率變動型壽險另由主管機關訂定，年金又分累積與給付期。|先辨認險種及期間，再選提存方式。|依講義，利率變動型壽險最低責任準備金方式由誰另訂？|主管機關~受益人自行決定~業務員口頭决定~所有公司免提存|比較準備金提存方式時，最先應區分？|險種與適用期間~保戶姓名長短~繳費銀行顏色~理賠申請人住處
P5-01|人身保險包括人壽、健康、傷害、年金四類；財產保險是另一大類。先看保險標的與給付條件，不靠名稱猜。|責任保險不因與人的行為有關就變成人身保險。|下列何者不屬人身保險四類？|責任保險~年金保險~健康保險~傷害保險|壽險以外仍屬人身保險的是？|健康保險~火災保險~海上保險~汽車車體保險
P5-02|保險費是繳出去的錢，保險金是符合條件領到的錢，保險金額是約定承保額度。保險期間是保障多久，繳費期間是缴多久，兩者不必相等。|20年繳費的終身壽險，不是只保障20年。|每年支付給保險公司的款項是？|保險費~保險金~身故保額~受益份額|20年繳費終身保障，20年指的是？|繳費期間~全部保障期間~理賠期限~受益人生存期間
P5-03|定期死亡保險保障約定期間內的死亡，期滿仍生存通常不給死亡保險金。終身死亡保險保障終身，繳費則可躉繳、限期或終身繳。|10年定期與10年繳終身，兩個10年意義不同。|純定期死亡保險期滿仍生存，通常如何？|沒有死亡保險金~一定退全部保費~一定給付全部保額~自動變成養老險|終身保險的「終身」主要描述？|保障期間~每人必須繳費至死亡~保證每年分紅~解約金必等於保費
P5-04|生存保險看約定期滿時是否生存；生死合險則兼具期間內死亡與期滿生存的給付。講義把生死合險稱作養老保險。|生存險不能只因名字有「保險」就推定死亡一定領得到錢。|兼具期間內死亡與期滿生存保障的是？|生死合險~純定期死亡險~純生存險~只保意外的傷害險|純生存保險的主要給付條件為？|期滿仍生存~任何時間死亡~每次門診~繳第一期保費即領全額
P5-05|重大疾病、特定傷病依契約定義判斷，不是聽到病名就一律給付。生前提前給付則關注生命預期期間，講義用不足6個月的情境說明。|罹病給付與生命末期提前給付，是兩種不同判斷。|特定傷病是否以契約載明的範圍為準？|是~所有疾病都算~只看保戶自行判斷~與條款無關|講義的生命末期提前給付情境是預期生命不足？|6個月~6天~6年~60年
P5-06|年金背景是退休與長壽風險。講義以15–64歲為工作年齡人口，0–14歲及65歲以上為依賴人口；人口年度數據用來理解趨勢。|退休後仍需生活費，是年金需求的一個來源。|講義工作年齡人口區間是？|15–64歲~0–14歲~65歲以上~所有年齡相同|年金需求與哪種風險特別相關？|長壽及退休收入不足~汽車碰撞~貨物滅失~房屋火災
P5-07|年金以定期提供金額來支持生活。社會年金由政府制度提供，商業年金由商業保險公司經營；不要把經營主體與給付始期混為一談。|「社會」與「即期」是在不同分類軸上。|社會年金與商業年金主要區別之一是？|經營制度及主體~紙本大小~受領人名字~是否一定每天領取|年金的主要給付型態是？|定期依約給付~只賠汽車修理~只給第三人責任賠償~一定一次返還所有保費
P5-08|躉繳／分期是繳費方式；即期／遞延是開始領年金的時間。遞延年金要經過累積期，即期則訂約後按約定開始給付。|一次繳清仍可能約定多年後才開始領。|一次缴清後10年才領，給付始期分類為？|遞延年金~即期年金~連生共存年金~日額醫療險|「躉繳」描述的是？|保費一次繳清~年金一定立刻給付~永遠不需繳費~只領一次死亡金
P5-09|不確定年金以生存為給付條件；保證期間或保證金額的部分，不因被保險人早逝就消失。保證期間終了後若仍生存，終身年金可續領。|保證20年，領了12年即死亡，尚餘8年的保證給付依約處理。|保證20年，已領12年死亡，保證部分還有？|8年~0年~12年~20年|保證金額已領足但仍生存，終身年金如何？|仍依約繼續給付~一定立即終止~改賠醫療費~全部已領款需退回
P5-10|連生共存年金要求相關受領人都生存；最後生存者年金只要至少一人仍生存就續領。連生遺族則在原受領人死亡後給指定受領人。|夫妻有一人身故，能否續領要看是哪種連生設計。|兩人中一人死亡即停止的是？|連生共存年金~最後生存者年金~全部年金都如此~保證期間部分|兩人只剩一人生存仍依原約定給付的是？|最後生存者年金~連生共存年金~定期死亡保險~只有醫療險
P5-11|年金可按人數分個人、多數受領人或團體；按金額是否固定分定額與變額。不同分類可以同時用來描述一張保單。|一張個人年金也可以是遞延、躉繳及定額。|給付每期固定不變，屬於？|定額年金~變額年金~職業風險~繳費方式|同一保單可同時是個人、遞延與定額年金嗎？|可以，分類軸不同~不可以，名稱只能一個~只能兩者~須改成財產險
P5-12|利變年金累積期以宣告利率累積保價金。給付期甲型定額；乙型之後各年依調整係數改變，係數比較宣告與預定利率。|前期年金10萬、調整係數1.02，下一期為10.2萬。|前期年金12萬、調整係數1.05，下一期為？|12.6萬元~12.05萬元~11.4萬元~17萬元|甲型年金給付期的金額特性是？|依約固定~每年一定翻倍~只看股票價格~必定歸零
P5-13|宣告利率不是固定或保證投資報酬，不能只比較這一數字就選商品。預定利率用於年金金額計算，與宣告利率用途不同。|「宣告3%」不能直接說成「保戶一定賺3%」。|宣告利率是否等同保戶投資報酬率？|不等同~一定完全相同~一定更高~完全不必看費用|購買利變商品時應如何？|同時了解條款、費用及宣告政策~只選宣告利率最高~不必看條款~保證未來利率不變
P5-14|傳統年金與利變年金在費用、缴費彈性、身故返還及金額調整上不同。講義p.35紅利表有符號疑義，該表不直接轉計分題。|先做结构比較，疑義欄位保留待核。|比較兩類年金時，何者是合理比較項？|附加費用及給付方式~保單封面顏色~客服人數~公司樓高|表格同一欄符號矛盾時應如何？|核對完整條款再出題~任猜一個~刪掉條件硬背~宣稱所有版本相同
P5-15|生命表的適用與商品銷售時間有關。講義將94年到101年的區間和後續制度分開，歷史題必須用題幹指定時間。|題目問舊期間，不能直接用最新表回答。|歷史年金責任準備金題應先確認？|新契約銷售時間~理賠人姓名~保險公司地址~題號奇偶|不同時期生命表是否可無條件混用？|不可~可以永遠混用~只要保額相同即可~只要同一公司即可
P5-16|年金累積期和給付期遇到身故、失蹤、生還的處理不同。給付期通常限制終止、借款等變更，保證部分未領餘額則另依約處理。|先問已開始領年金了嗎，再判斷退還或續領。|判斷年金身故處理首先要區分？|累積期或給付期~保單顏色~付款銀行地址~業務員職稱|保證年金尚有未支領餘額時，應如何？|依契約給應得之人~一律歸國庫~一律成公司盈餘~一律分給其他保戶
P5-17|傷害保險處理意外傷害，風險程度與職業及工作環境密切相關。職業分類調整還要區分保單版本和個人是否真的變更職業。|辦公室工作與高風險作業，不宜視為相同危險程度。|傷害險費率重要考量為？|職業風險~保戶喜歡的顏色~受益人姓名~保單印刷方式|職業分類表更新與本人換工作是否同一件事？|不是，適用條件應分開~完全相同~都不會影響風險~都一定終止契約
P5-18|講義的六類職業費率比為1、1.25、1.5、2.25、3.5、4.5。比例題先找原類別及新類別，再用同一基準計算。|第一類基準保費1,000元，第三類比率1.5對應1,500元。|基準保費2,000元、職業費率比1.5，保費為？|3,000元~2,001.5元~1,500元~4,000元|職業分類比較必須先掌握？|同一基準下的費率比~受益人年齡~保單頁數~公司宣傳語
P5-19|講義將失能分11級80項，給付依級數比例及契約上限。比例與事故是否相同需一起判斷，不能把每一項失能都無上限累加。|保額100萬、給付比例60%，基本計算是60萬，再檢查累計條件。|保額200萬、給付比例40%，計算給付為？|80万元~40萬元~160萬元~240萬元|講義失能程度分為？|11級80項~6級28項~4級12項~只有一級
P5-20|短期傷害保費不是一律用月數除12。講義短期費率表中，一個月15%、三個月35%、六個月65%，須按表查。|年繳1,000元，一個月按15%計是150元。|年繳2,000元，短期一個月比率15%，保費是？|300元~166.67元~30元~2,000元|短期傷害費率可直接以月數÷12取代嗎？|不可，要依短期費率表~可以一律取代~只看投保人年齡~一律為年保費一半
P5-21|旅平險保障約定期間內的意外傷害，講義最長180天。交通延誤與劫持是不同延長情況，不能只背一個數字套用。|延誤另有條件與上限；劫持則依事故終了的約定處理。|講義旅平險最長保險期間為？|180天~18天~18年~無限期|旅平險的主要保障事故是？|符合約定的意外傷害~所有投資損失~每次旅遊不愉快~所有慢性病皆無條件保障
P5-22|傷害喪失工作能力保險著重意外造成工作能力喪失後的收入損失。醫療支出與收入減少是兩個不同損失面向。|住院帳單是一種損失，無法上班少領薪水是另一種。|此類保險主要補償哪種損失？|工作能力喪失帶來的收入損失~投資報酬減少~房價下跌~退休自願休假|醫療費與收入損失的關係為？|是不同經濟損失~完全同一項~收入損失一定為零~醫療費必定等於月薪
P5-23|實支實付依保障範圍、實際費用及限額給付；日額按約定每日金額乘符合條件日數。兩者基礎不同，都仍有條款條件。|日額2,000元、符合給付5天，計算為1萬元。|日額1,500元、符合給付4天，金額是？|6,000元~1,504元~4,000元~15,000元|實支實付主要依據？|保障範圍內實際費用及限額~住院天數一律乘相同金額~保戶自行要求多少~無上限給付
P5-24|講義實支實付張數控管需分醫療與傷害醫療，並列學生團保等例外及自負額銜接商品條件。不能只記「3張」而忽略適用範圍與日期。|自負額商品不列入張數的安排也有銜接原給付限額等條件。|張數控管應如何記憶？|上限與例外條件一起記~所有商品一律算入~每家可无限張~完全不看投保日期|依講義，醫療與傷害醫療張數如何計？|分別計算~全部當同一張~只算保費最高一張~只算同公司
P5-25|講義的一般健康險等待期最長30日，癌症及重大疾病可最長90日。等待期是投保後的限制，與事故後就醫或申請期限不同。|看見90日，先辨認是在問等待期還是傷害醫療給付日數。|依講義，一般健康險等待期最長是？|30日~90年~180日~2年|依講義，癌症或重大疾病等待期最長可為？|90日~9日~900日~3年
P5-26|商業長照認定包括生理功能或認知功能障礙。講義生理功能列6種日常生活能力，須有3項以上障礙；認定期間及免責條件另有上限與例外。|是否失能與是否符合長照狀態，不宜只靠日常用語判斷。|講義生理功能障礙的項目門檻為？|6項中至少3項~6項中只要1項~一定6項全有~與項目無關|長照狀態除了生理功能還包含哪一類？|認知功能障礙~股票損失~信用評等下降~職業升遷
P5-27|講義A+對政府長照的制度描述須進一步確認適用情境，暫不當成現行制度結論。先區分商業保險契約與政府照顧服務兩個層次。|服務政策與商業保單不是同一契約。|政府長照服務與商業長照保單能否直接視為同一制度？|不能~可以~只要同名就相同~都由同一保單給付|制度敘述有待核對時應如何？|確認官方版本再計分~猜測答案~以星級代替查核~以題量代替查核
P5-28|外溢效果保單用誘因鼓勵健康管理，例如健走、健檢或其他健康服務。重點是促使行為改善，降低風險，而非單純把保額做大。|達成約定運動標準後，可能取得保費折減等獎勵。|健走達標獲約定保費折減，屬於？|外溢效果機制~契約無效~保險代位~一定違法折佣|外溢商品使用穿戴裝置資料的目的之一是？|協助健康管理與風險評估~保證所有人不生病~取代所有核保~讓風險永久消失
P5-29|優體壽險以更細緻健康與生活條件評估死亡風險。能否適用優體費率，要經核保決定；不可只標最低費率或核保前保證適用。|健康條件符合評估要求，與業務員口頭承諾不同。|核保前能否直接保證客戶取得優體費率？|不能~一定可以~只要口頭承諾即可~只看客戶意願|優體評估可能考量什麼？|吸菸、健康及生活方式~保單顏色~繳費銀行樓層~受益人的購物習慣
P5-30|投資型商品結合保險與投資，投資與保障分別列帳，風險全部或部分由要保人承擔。費用須分項揭露，不能把所有名稱有「萬能」的商品都當投資型。|投資帳戶價值變動，並不是保險公司保證獲利。|投資型商品的投資風險全部或部分由誰承擔？|要保人~一律政府~一律受益人雇主~一律不存在風險|投資型商品費用應如何呈現？|分項揭露~一律不必說明~只口頭略過~全部當作保險金
P5-31|KYC了解客戶，KYP了解產品，推薦時還要匹配風險承受度。講義對65歲以上客戶及保費來自解約、貸款、借款另列審查與留存要求。|理解客戶承擔能力，比只介紹報酬想像更重要。|KYC主要指什麼？|了解客戶~了解公司建築~只看投資獲利~跳過適合度|依講義，高齡投資型銷售特別注意的年齡門檻是？|65歲以上~5歲以上~25歲以下~沒有任何門檻
P5-32|團體保險以團體為基礎、通常一張主保單。保額依薪資、職位、年資或團體定額等標準，不由每人無限制自由決定；講義團體定義為5人以上且非為買保險組成。|企業以客觀標準安排員工保額，而不是每人任選無上限。|團體保險保額通常如何決定？|依團體約定客觀標準~每人無上限自由決定~完全由受益人決定~與團體無關|講義團體的最低人數條件是？|5人以上且非為購保險組成~只要1人~只要2人~一定500人
P5-33|學生團體保險依學年安排，身故給付與其他給付的受益人不同。講義主管機關是教育部，不能看到保險就一律回答金管會。|學生受傷醫療與學生身故，要分開判斷誰領款。|學生團保身故保險金的受益人依講義為？|法定繼承人~一律校長~一律保險公司~一律要保單位|講義學生團保期間原則為？|一年並與學年起訖一致~永遠終身~固定一個月~一律五年
P5-34|微型保險以經濟弱勢或特定身分為對象，低保額、低保費、短期簡單保障。講義列一年期，壽險及傷害各50萬上限，傷害醫療3萬及附加費用率15%。|微型保險不設生存或滿期給付，別與儲蓄目的混淆。|講義微型壽險累積保額上限是？|50萬元~500萬元~5,000萬元~沒有上限|微型保險的設計限制為？|不得含生存或滿期給付~必須有高額滿期金~必須為終身~只有富裕者可投保
P5-35|小額終老提供基本死亡保障，與微型保險的對象和期間不同。講義列最高保險年齡84歲、有效契約4件、主約90萬及附加傷害10萬，並無增額加倍設計。|微型是一年期政策性保障，小額終老是終身死亡保障。|依講義，小額終老最高保險年齡為？|84歲~64歲~14歲~無限年齡|依講義，小額終老主約保障為？|終身死亡保障~一年期生存給付~純醫療報銷~純汽車責任保障
P5-36|郵政簡易壽險適用簡易人壽保險法，主管機關與一般保險業的分類不同。講義以中華民國國民為對象，免體檢；主約與附約險種分開。|郵政商品可有主約生死保障，健康或傷害則依附約安排。|講義郵政簡易壽險主管機關為？|交通部~教育部~考試院~國防部|依講義，何者可作郵政簡易壽險附約？|健康或傷害保險~汽車車體保險~海上保險~火災保險
P5-37|勞保是社會保險，勞退是退休金制度，國民年金另有對象。講義勞退雇主提繳不得低於每月工資6%，勞工自願提繳在6%內；不是同一筆費用。|把雇主義務與勞工自願提繳分成兩欄記。|依講義，勞退雇主每月提繳不得低於工資？|6%~0.6%~60%~16%|勞保與勞退是否完全同一制度？|不是~是~只是同制度兩個別名~只能擇一且不能同時存在
P5-38|社會保險比較應看對象、事故、主管及受理機關、費用分擔。講義p.48部分機關名稱與「目前」費率待核，不把舊表無條件當成現況。|全民健保與勞保的醫療項目不能不分制度直接相加。|比較社會保險首先要確認？|對象與保障事故~保單紙張~私人公司標誌~姓名筆畫|「目前費率」若沒有一致年度，應如何？|核對適用日期~永遠不用更新~一律當最新~刪掉日期保留數字
P6-01|招攬要出示登錄資格、說明條款並了解適合度。要保人及被保險人應據實告知並本人簽章；必要代填不等於可代簽。預收首期相當額不等於已無條件承保。|家屬協助填資料，仍不能省略應有的本人確認。|家屬代填要保書後，應如何？|仍由要保人及被保險人依規定親自確認簽章~家屬直接代簽就好~完全不用簽名~只需業務員簽名|首次保費稱相當額，是因為？|核保後金額可能調整~保費永遠不用繳~只有現金才有效~一定等於理賠金
P6-02|高齡、身障與資金來源保護涉及額外說明、見證或查核。不能因身障就直接拒絕協助，也不能忽略解約或借款投保的風險。|高齡且不識字的保戶，需要合適見證及確認理解程序。|遇到身障投保需求，應如何？|說明承保條件並協助依規則送件~一律拒絕受理~不說明任何條款~保證無條件承保|檢查保費是否來自借款主要為？|了解財務風險與適合度~只增加業績~免除告知~提高借款利率
P6-03|代收保費先看有無授權、保險種類與付款方式。講義明確另列人身保險不得授權代收現金；一般規定的5萬元不能當成壽險可收現金額度。|保戶交現金再由業務員刷配偶信用卡，不是正常代繳流程。|人身保險業務員可把一般5萬現金上限當作自己的授權嗎？|不可~可以~只要拆成多筆即可~只要配偶刷卡即可|代收憑證應如何處理？|依規定交付並記載收費時間~可不開任何憑證~保戶不能留存~遺失收據就免責
P6-04|第一次選擇由業務員了解需求與基本風險；第二次由體檢醫師；第三次由保險公司核保人員決定承保條件。體檢時業務員應迴避、不干擾。|業務員不能代替核保人員承諾一定承保。|最終決定承保或限制承保的是？|保險公司核保人員~業務員個人~受益人~保戶鄰居|體檢時業務員應如何？|力求迴避且不妨礙檢查~代答所有健康問題~要求醫師隱瞞結果~直接承諾承保
P6-05|保險年齡採最近生日法：足歲後未超過6個月，用足歲；超過6個月再加1歲。6個月整與6個月又1天是邊界。|30歲6個月整仍是30歲；30歲6個月1天為31歲。|實足30歲6個月整，保險年齡為？|30歲~31歲~29歲~32歲|實足30歲6個月又1天，保險年齡為？|31歲~30歲~29歲~32歲
P7-01|代理人依代理契約或授權替保險人經營業務；經紀人基於被保險人利益洽訂或服務。直接通路不經仲介，間接通路有代理或經紀等。|別把收取報酬者與代表利益混為同一個判準。|基於被保險人利益洽訂契約的是？|保險經紀人~保險代理人必然如此~核保醫師~再保險人|保險公司自行電話行銷，屬於？|直接行銷~必屬仲介~再保險~代位求償
